# Weather station Moscow, Russia, WMO_ID=27612,selection from 01.02.2022 till 01.02.2023, all days
# Encoding: Unicode
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=27612&lang=en
#
"Local time in Moscow";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.01.2023 00:00";"-2.8";"748.0";"762.3";"0.2";"88";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"11.0";"-4.5";"";"";"";"";"";"";
"16.01.2023 21:00";"-2.9";"747.8";"762.1";"-0.1";"86";"Wind blowing from the south-southeast";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-2.9";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"12.0";"-4.9";"Trace of precipitation";"12";"";"";"";"";
"16.01.2023 18:00";"-3.7";"747.9";"762.1";"0.2";"88";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Intermittent fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"7.0";"-5.4";"Trace of precipitation";"12";"";"";"";"";
"16.01.2023 15:00";"-3.1";"747.7";"761.9";"-0.6";"82";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"-5.7";"";"";"";"";"";"";
"16.01.2023 12:00";"-3.9";"748.3";"762.7";"0.0";"81";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"13.0";"-6.7";"";"";"";"";"";"";
"16.01.2023 09:00";"-3.8";"748.3";"762.7";"-0.6";"83";"Wind blowing from the south-southeast";"4";"";"11";"100%.";" ";"";"";"-3.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"13.0";"-6.3";"No precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"25.0";
"16.01.2023 06:00";"-3.1";"748.9";"763.1";"-1.2";"82";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"-3.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"14.0";"-5.8";"No precipitation";"12";"";"";"";"";
"16.01.2023 03:00";"-3.1";"750.1";"764.5";"-0.8";"79";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"14.0";"-6.2";"";"";"";"";"";"";
"16.01.2023 00:00";"-3.0";"750.9";"765.2";"-0.8";"79";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"17.0";"-6.1";"";"";"";"";"";"";
"15.01.2023 21:00";"-2.8";"751.7";"766.0";"-0.8";"80";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"-0.9";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"15.0";"-5.8";"0.2";"12";"";"";"";"";
"15.01.2023 18:00";"-1.5";"752.5";"766.8";"0.1";"77";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"-5.0";"0.7";"12";"";"";"";"";
"15.01.2023 15:00";"-0.9";"752.4";"766.6";"-0.8";"77";"Wind blowing from the south-southeast";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"18.0";"-4.4";"";"";"";"";"";"";
"15.01.2023 12:00";"-1.5";"753.2";"767.5";"0.1";"82";"Wind blowing from the south";"1";"";"";"100%.";"Shower(s) of snow, or of rain and snow. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"13.0";"-4.2";"";"";"";"";"";"";
"15.01.2023 09:00";"-2.1";"753.1";"767.4";"0.0";"90";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Snow shower(s), slight.  Diameter of glaze deposit is 2 mm.";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-2.3";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"4.1";"-3.6";"0.5";"12";"";"";"Even layer of loose dry snow covering ground completely.";"27.0";
"15.01.2023 06:00";"-1.9";"753.1";"767.5";"-0.6";"83";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"-1.9";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"17.0";"-4.5";"0.1";"12";"";"";"";"";
"15.01.2023 03:00";"-1.8";"753.7";"768.0";"0.2";"81";"Wind blowing from the south";"1";"";"";"100%.";"  Diameter of glaze deposit is 2 mm.";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"19.0";"-4.6";"";"";"";"";"";"";
"15.01.2023 00:00";"-1.6";"753.5";"767.8";"-0.1";"81";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"19.0";"-4.4";"";"";"";"";"";"";
"14.01.2023 21:00";"-1.7";"753.6";"767.8";"-0.2";"83";"Wind blowing from the south-southeast";"1";"";"";"100%.";"State of sky on the whole unchanged.  Diameter of glaze deposit is 2 mm.";"Snow and/or other types of solid precipitation";"Drizzle.";"";"-1.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"16.0";"-4.2";"0.3";"12";"";"";"";"";
"14.01.2023 18:00";"-2.1";"753.8";"768.1";"0.2";"88";"Wind blowing from the south";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Drizzle.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"9.0";"-3.9";"0.3";"12";"";"";"";"";
"14.01.2023 15:00";"-2.3";"753.6";"767.9";"-0.2";"89";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Drizzle, freezing, slight.  Diameter of glaze deposit is 1 mm.";"Snow and/or other types of solid precipitation";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"7.0";"-3.9";"";"";"";"";"";"";
"14.01.2023 12:00";"-2.4";"753.8";"768.1";"0.2";"84";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"15.0";"-4.7";"";"";"";"";"";"";
"14.01.2023 09:00";"-2.9";"753.6";"768.0";"0.2";"86";"Wind blowing from the south-southeast";"2";"";"";"100%.";"State of sky on the whole unchanged.  Diameter of glaze deposit is 1 mm.";"Snow and/or other types of solid precipitation";"Drizzle.";"-4.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"14.0";"-5.0";"0.3";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"26.0";
"14.01.2023 06:00";"-2.7";"753.4";"767.8";"-0.3";"86";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"-4.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"11.0";"-4.7";"0.3";"12";"";"";"";"";
"14.01.2023 03:00";"-2.8";"753.7";"768.1";"-0.3";"84";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"17.0";"-5.2";"";"";"";"";"";"";
"14.01.2023 00:00";"-3.6";"754.0";"768.4";"0.1";"84";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"18.0";"-5.9";"";"";"";"";"";"";
"13.01.2023 21:00";"-4.2";"753.9";"768.3";"-0.1";"86";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-4.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"15.0";"-6.2";"0.1";"12";"";"";"";"";
"13.01.2023 18:00";"-4.8";"754.0";"768.5";"0.3";"87";"Wind blowing from the south";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"4.1";"-6.7";"0.1";"12";"";"";"";"";
"13.01.2023 15:00";"-5.0";"753.7";"768.2";"0.0";"82";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"-7.7";"";"";"";"";"";"";
"13.01.2023 12:00";"-5.2";"753.7";"768.3";"0.0";"80";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"20.0";"-8.2";"";"";"";"";"";"";
"13.01.2023 09:00";"-5.5";"753.7";"768.3";"0.0";"80";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"-6.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"20.0";"-8.5";"No precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"27.0";
"13.01.2023 06:00";"-5.3";"753.7";"768.1";"-0.7";"80";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"-6.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"-8.2";"No precipitation";"12";"";"";"";"";
"13.01.2023 03:00";"-5.6";"754.4";"768.9";"-0.3";"80";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"20.0";"-8.6";"";"";"";"";"";"";
"13.01.2023 00:00";"-6.1";"754.7";"769.3";"-0.2";"77";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-9.6";"";"";"";"";"";"";
"12.01.2023 21:00";"-6.6";"754.9";"769.5";"-0.4";"75";"Wind blowing from the south-southeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"-6.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-10.4";"No precipitation";"12";"";"";"";"";
"12.01.2023 18:00";"-7.5";"755.3";"770.0";"-0.8";"73";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"-11.5";"No precipitation";"12";"";"";"";"";
"12.01.2023 15:00";"-7.6";"756.1";"770.7";"-1.1";"70";"Wind blowing from the south-southeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-12.2";"";"";"";"";"";"";
"12.01.2023 12:00";"-8.7";"757.2";"772.0";"-0.5";"73";"Wind blowing from the south-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-12.7";"";"";"";"";"";"";
"12.01.2023 09:00";"-7.6";"757.7";"772.4";"-0.5";"69";"Wind blowing from the south-southeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"-8.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-12.4";"No precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"27.0";
"12.01.2023 06:00";"-7.7";"758.2";"772.9";"-0.6";"68";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"-8.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"20.0";"-12.6";"No precipitation";"12";"";"";"";"";
"12.01.2023 03:00";"-7.7";"758.8";"773.6";"-0.7";"65";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-13.3";"";"";"";"";"";"";
"12.01.2023 00:00";"-8.2";"759.5";"774.3";"-0.3";"65";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-13.6";"";"";"";"";"";"";
"11.01.2023 21:00";"-8.5";"759.8";"774.6";"-0.8";"60";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-8.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"-14.9";"0.2";"12";"";"";"";"";
"11.01.2023 18:00";"-8.8";"760.6";"775.5";"-0.6";"60";"Wind blowing from the south";"2";"";"";"100%.";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"18.0";"-15.3";"0.2";"12";"";"";"";"";
"11.01.2023 15:00";"-9.0";"761.2";"776.0";"-1.4";"62";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"-15.0";"";"";"";"";"";"";
"11.01.2023 12:00";"-9.6";"762.6";"777.5";"-0.6";"60";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-16.0";"";"";"";"";"";"";
"11.01.2023 09:00";"-11.4";"763.2";"778.3";"-0.6";"58";"Wind blowing from the south-southeast";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Blizzard";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-11.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-18.0";"No precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"27.0";
"11.01.2023 06:00";"-11.5";"763.8";"778.9";"-0.4";"55";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-18.9";"No precipitation";"12";"";"";"";"";
"11.01.2023 03:00";"-11.6";"764.2";"779.3";"-0.3";"54";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Blizzard";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-19.2";"";"";"";"";"";"";
"11.01.2023 00:00";"-11.5";"764.5";"779.6";"-0.1";"59";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";"Slight or moderate drifting snow generally low (below eye level). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Blizzard";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-17.9";"";"";"";"";"";"";
"10.01.2023 21:00";"-11.6";"764.6";"779.7";"-0.2";"68";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Snow and/or other types of solid precipitation";"Blizzard";"";"-11.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-16.3";"0.1";"12";"";"";"";"";
"10.01.2023 18:00";"-11.5";"764.8";"779.9";"0.3";"65";"Wind blowing from the south-southeast";"4";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"-16.9";"0.1";"12";"";"";"";"";
"10.01.2023 15:00";"-11.7";"764.5";"779.5";"-0.2";"67";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"19.0";"-16.7";"";"";"";"";"";"";
"10.01.2023 12:00";"-13.7";"764.7";"779.9";"0.3";"80";"Wind blowing from the south-east";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"17.0";"-16.5";"";"";"";"";"";"";
"10.01.2023 09:00";"-16.0";"764.4";"779.8";"0.8";"81";"Wind blowing from the south-east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"20.0";"-18.5";"Trace of precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"28.0";
"10.01.2023 06:00";"-17.9";"763.6";"779.1";"-0.4";"82";"Wind blowing from the south-east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"17.0";"-20.3";"Trace of precipitation";"12";"";"";"";"";
"10.01.2023 03:00";"-18.8";"764.0";"779.5";"0.0";"82";"Wind blowing from the south-east";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.7";"-21.1";"";"";"";"";"";"";
"10.01.2023 00:00";"-19.0";"764.0";"779.5";"0.2";"82";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";"Mist. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"-21.3";"";"";"";"";"";"";
"09.01.2023 21:00";"-18.5";"763.8";"779.2";"0.4";"83";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-16.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.3";"-20.7";"Trace of precipitation";"12";"";"";"";"";
"09.01.2023 18:00";"-17.6";"763.4";"778.9";"0.3";"82";"Wind blowing from the east-southeast";"2";"";"";"90  or more, but not 100%";"Isolated star-like snow crystals (with or without fog). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.1";"-20.0";"Trace of precipitation";"12";"";"";"";"";
"09.01.2023 15:00";"-16.7";"763.1";"778.4";"0.1";"81";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";"Intermittent fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.2";"-19.2";"";"";"";"";"";"";
"09.01.2023 12:00";"-17.9";"763.0";"778.3";"0.8";"79";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-20.7";"";"";"";"";"";"";
"09.01.2023 09:00";"-17.6";"762.2";"777.6";"0.7";"82";"Wind blowing from the east-southeast";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-18.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"4.5";"-20.0";"Trace of precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"27.0";
"09.01.2023 06:00";"-17.7";"761.5";"776.8";"0.6";"82";"Wind blowing from the east";"1";"";"";"100%.";"Isolated star-like snow crystals (with or without fog). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-18.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"4.5";"-20.0";"Trace of precipitation";"12";"";"";"";"";
"09.01.2023 03:00";"-14.8";"760.9";"776.1";"0.2";"83";"Wind blowing from the east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"19.0";"-17.1";"";"";"";"";"";"";
"09.01.2023 00:00";"-15.1";"760.7";"775.9";"0.7";"85";"Calm, no wind";"0";"";"";"100%.";"Isolated star-like snow crystals (with or without fog). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"11.0";"-17.1";"";"";"";"";"";"";
